CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Description,Source,Item_URL
C14-2012-0007,2012-03-22T00:00:00.000,85,Austin City Council,C14-2012-0007 - D K Ranch Project - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 10711 D-K Ranch Road (Bull Creek,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20120322-REG.htm#085
C14-2017-0076,2017-10-05T00:00:00.000,43,Austin City Council,C14-2017-0076 - ACC Rio Grande Campus - Block 153 Zoning - District 9 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1212 Rio Gra,akgy-tbxy,http://austintexas.gov/department/city-council/2017/20171005-REG.htm#043
C14-2010-0090,2010-09-23T00:00:00.000,111,Austin City Council,"C14-2010-0090 - 909 Congress - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 907, 909 and 911 Congress Avenue (T",akgy-tbxy,http://austintexas.gov/department/city-council/2010/20100923-REG.htm#111
C14-2011-0165,2012-06-14T00:00:00.000,47,Austin City Council,C14-2011-0165 - Randerson Creekside Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as  3108 E. 51st Stree,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20120614-REG.htm#047
C14-04-0006,2004-03-11T00:00:00.000,Z005,Austin City Council,C14-04-0006 - Dawson Mixed Use Building - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3507 South First Street ,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20040311-REG.htm#Z005
C14-05-0009,2005-06-09T00:00:00.000,62,Austin City Council,C14-05-0009 - Brazos - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 11410 Manchaca Road (Slaughter Creek Watershed) from inte,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050609-REG.htm#062
NPA-2016-0005.04,2017-08-31T00:00:00.000,80,Austin City Council,"NPA-2016-0005.04 � 500 Montopolis Drive - District 3 � Conduct a public hearing and approve an ordinance amending Ordinance No. 20010927-05, the Montopolis Neighborhood Plan, an element of the Imagine",akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170831-REG.htm#080
C14H-06-0039,2007-02-15T00:00:00.000,59,Austin City Council,C14H-06-0039 - A.E. and Wesie Spires House - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1500 Hardouin Avenue ,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070215-REG.htm#059
C14-06-0057,2006-06-22T00:00:00.000,102,Austin City Council,C14-06-0057 - 4605 Manor Road - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 4605 Manor Road (Fort Branch Water,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060622-REG.htm#102
C14-2016-0106,2017-01-26T00:00:00.000,82,Austin City Council,C14-2016-0106 - 4411 SOCO - District 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 4411 South Congress Avenue (Williamson Cree,akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170126-REG.htm#082
C14-2011-0131,2012-09-27T00:00:00.000,122,Austin City Council,"C14-2011-0131 - West 34th St. Redevelopment, Tract A - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 and 808",akgy-tbxy,http://austintexas.gov/department/city-council/2012/20120927-REG.htm#122
C14H-2016-0099,2016-12-08T00:00:00.000,47,Austin City Council,C14H-2016-0099 � Dawson-Tinnin House � District 9 � Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 905 Dawson Road from family resi,akgy-tbxy,http://austintexas.gov/department/city-council/2016/20161208-REG.htm#047
C14-05-0093,2005-12-15T00:00:00.000,Z027,Austin City Council,C14-05-0093 - The Crescent - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as the 900 Block of West Cesar Chavez Stre,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051215-REG.htm#Z027
C14-2016-0105,2017-02-16T00:00:00.000,55,Austin City Council,C14-2016-0105 � 3920 S. IH-35 � District 3 � Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3920 S. IH-35 (Blunn Creek Watershed) f,akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170216-REG.htm#055
C14-03-0049,2004-08-05T00:00:00.000,48,Austin City Council,C14-03-0049 - House of Tutors - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 2400 Pearl Street (Shoal Creek Watersh,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20040805-REG.htm#048
C14-2013-0147,2014-03-27T00:00:00.000,51,Austin City Council,C14-2013-0147 - 707 West Avenue Rezoning - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 707 West Avenue (Shoal Creek Watershe,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140327-REG.htm#051
C14-2009-0107,2010-04-08T00:00:00.000,41,Austin City Council,C14-2009-0107 - St. Vincent De Paul Catholic Church - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 9500 Neenah Aven,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20100408-REG.htm#041
NPA-2011-0016.01,2012-02-02T00:00:00.000,27,Austin City Council,NPA-2011-0016.01 - Southern Walnut Creek Hike and Bike Trail - Conduct a public hearing and approve an ordinance amending Ordinance No. 20030327-12 of the Govalle/Johnston Terrace Combined Neighborhoo,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20120202-REG.htm#027
C14-2014-0048,2014-06-12T00:00:00.000,112,Austin City Council,C14-2014-0048 - Hymeadow - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 12416 Hymeadow Drive (Lake Creek Watershed) from interi,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140612-REG.htm#112
C14-2018-0146,2019-06-06T00:00:00.000,92,Austin City Council,C14-2018-0146 - SAJA Commercial - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 7201 Elroy Road (Dry Creek East Watershed). Applic,akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190606-REG.htm#092
C14-2017-0137,2018-02-01T00:00:00.000,116,Austin City Council,C14-2017-0137 - 2610 S. 1St Street - District 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 2610 South First Street (East Boul,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180201-REG.htm#116
C14H-2010-0027,2010-12-16T00:00:00.000,91,Austin City Council,C14H-2010-0027 - Bouldin-Blum House - Conduct a public hearing and approve all three readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 615 We,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20101216-REG.htm#091
C14-2008-0020,2008-12-18T00:00:00.000,93,Austin City Council,C14-2008-0020 - Sundberg Tract - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 8219 Burleson Road (Onion Creek Watersh,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20081218-REG.htm#093
C14-2018-0069,2018-09-20T00:00:00.000,85,Austin City Council,C14-2018-0069 - South Bluff Park - District 2 - Conduct a public hearing and approve an ordinance amending City Code Title25 by rezoning property locally known as 7309 South IH-35 Service Road Northbo,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180920-REG.htm#085
NPA-2008-0008.01,2008-08-28T00:00:00.000,90,Austin City Council,"NPA-2008-0008.01 - Rosewood Neighborhood Plan Amendment - Approve second/third readings of an ordinance amending Ordinance No. 011129-67, the Rosewood Neighborhood Plan, an element of the Austin Tomor",akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080828-REG.htm#090
C14-2019-0082,2020-01-23T00:00:00.000,74,Austin City Council,C14-2019-0082 - 600 Industrial Boulevard Mixed Use - Approve third reading of an ordinance amending City Code Title 25 by rezoning property locally known as 600 Industrial Boulevard (Blunn Creek Water,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200123-REG.htm#074
C14-2012-0109,2013-06-27T00:00:00.000,92,Austin City Council,C14-2012-0109 - Sunflower - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1201 Robert E Lee Road (Lady Bird Lake,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130627-REG.htm#092
C14-2008-0193,2009-07-23T00:00:00.000,120,Austin City Council,C14-2008-0193 - 500 Block of VFW and Yager Lane Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as the 500,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090723-REG.htm#120
C14-2014-0038,2015-03-26T00:00:00.000,46,Austin City Council,C14-2014-0038 - The Hopper - (District 7) - Approve second and third readings of an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 801 West Wells Branch Parkway (Harri,akgy-tbxy,http://austintexas.gov/department/city-council/2015/20150326-REG.htm#046
C14-2013-0062,2013-09-26T00:00:00.000,121,Austin City Council,C14-2013-0062 - Sutton-Lakeshore Addition - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 3909 Westlake Drive (Lake Austin Wat,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130926-REG.htm#121
C14-2009-0014,2009-04-23T00:00:00.000,82,Austin City Council,C14-2009-0014 - Parkway Village - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5701 West Slaughter Lane (Slaugh,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090423-REG.htm#082
C14-2017-0114,2018-02-01T00:00:00.000,85,Austin City Council,C14-2017-0114 - 611 East Braker Lane - District 4 - Approve second and third readings of an ordinance amending City Code Title 25 by zoning property locally known as 611 East Braker Lane (Walnut Creek,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180201-REG.htm#085
C14-05-0151,2006-11-02T00:00:00.000,42,Austin City Council,C14-05-0151 - Flex 15 - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property known as 8420 Longview Road (Williamson Creek Watershed-Barton Springs ,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20061102-REG.htm#042
C14-06-0183,2007-03-01T00:00:00.000,55,Austin City Council,C14-06-0183 - CLB/7th and Rio Grande - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 605 and 615 West 7th Street (Sh,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070301-REG.htm#055
C14-2010-0015,2010-10-14T00:00:00.000,47,Austin City Council,"C14-2010-0015 - The Domain Rezoning-Endeavor - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 10712, 10728, 10800",akgy-tbxy,http://austintexas.gov/department/city-council/2010/20101014-REG.htm#047
C814-06-0233,2008-12-18T00:00:00.000,112,Austin City Council,C814-06-0233 - Wildflower Commons Planned Unit Development - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 4700-,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20081218-REG.htm#112
C14-2013-0158,2014-08-07T00:00:00.000,143,Austin City Council,C14-2013-0158 - 7th and Congress Hotel - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 619 Congress Avenue (Lady Bird Lake Wat,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140807-REG.htm#143
NPA-2008-0012.01,2008-08-28T00:00:00.000,91,Austin City Council,"NPA-2008-0012.01 - Upper Boggy Creek Neighborhood Plan Amendment - Approve second/third readings of an ordinance amending Ordinance No. 020801-91, the Upper Boggy Creek Neighborhood Plan, an element o",akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080828-REG.htm#091
C14-2014-0038,2014-06-12T00:00:00.000,107,Austin City Council,C14-2014-0038 - The Hopper - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 801 West Wells Branch Parkway (Harris Branch Waters,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140612-REG.htm#107
NPA-2015-0019.01,2015-06-11T00:00:00.000,21,Austin City Council,"NPA-2015-0019.01 � 919 West 29th � District 9 � Approve an ordinance amending Ordinance No. 040826-056, the Central Austin Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Pl",akgy-tbxy,http://austintexas.gov/department/city-council/2015/20150611-REG.htm#021
NPA-2015-0027.01,2015-10-08T00:00:00.000,22,Austin City Council,"NPA-2015-0027.01 - Parandian Rezoning - District 10 - Conduct a public hearing and approve an ordinance amending Ordinance No. 20100923-102, the Central West Combined Neighborhood Plan, an element of ",akgy-tbxy,http://austintexas.gov/department/city-council/2015/20151008-REG.htm#022
C14-06-0231,2007-05-03T00:00:00.000,49,Austin City Council,C14-06-0231 - Mowinkle - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 7219 Mowinkle Drive (Williamson Creek Watersh,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070503-REG.htm#049
