CASE_NUMBER,Meeting_Date,backup_links,document_count
C14-2017-0015,2017-06-08T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279251""}, {""title"": ""Ordinance No. 20170608-050"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279251""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278105""}, {""title"": ""20170608-050, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278105""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278103""}, {""title"": ""20170608-050, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278103""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278104""}, {""title"": ""20170608-050, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278104""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278658""}, {""title"": ""20170608-050, Agenda Late Backup: Table - Site Development Regulations"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278658""}]",10
C14-2010-0019,2010-08-26T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141827""}, {""title"": ""Ordinance No. 20100826-078"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141827""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141637""}, {""title"": ""20100826-078, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141637""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141638""}, {""title"": ""20100826-078, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141638""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141639""}, {""title"": ""20100826-078, Agenda Backup (Revised Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141639""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141640""}, {""title"": ""20100826-078, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=141640""}]",10
C14-2019-0001,2019-04-25T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328554""}, {""title"": ""Ordinance No. 20190919-116"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328554""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327241""}, {""title"": ""20190919-116, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327241""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327022""}, {""title"": ""20190919-116, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327022""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327505""}, {""title"": ""20190919-116, Agenda Backup: Revised Signed Street Deed"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327505""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327312""}, {""title"": ""20190919-116, Agenda Backup: Signed Street Deed"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327312""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327021""}, {""title"": ""20190919-116, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=327021""}]",12
NPA-2017-0016.06,2018-03-22T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=298101""}, {""title"": ""Ordinance No. 20180426-055"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=298101""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296611""}, {""title"": ""20180426-055, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296611""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296722""}, {""title"": ""20180426-055, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296722""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296612""}, {""title"": ""20180426-055, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296612""}]",8
NPA-2015-0023.01,2015-11-12T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244154""}, {""title"": ""20151210-055, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244154""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244155""}, {""title"": ""20151210-055, Agenda Backup: Staff Report (NPA-2015-0023.01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244155""}]",4
C14-2010-0123,2010-12-09T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146658""}, {""title"": ""Ordinance No. 20101209-063"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146658""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146196""}, {""title"": ""20101209-063, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146196""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146197""}, {""title"": ""20101209-063, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146197""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146198""}, {""title"": ""20101209-063, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146198""}]",8
C14-2014-0028,2014-10-16T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=222549""}, {""title"": ""Ordinance No. 20141106-091"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=222549""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=220823""}, {""title"": ""20141106-091, Agenda Backup: Draft Ordinance (C14 2014 0028)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=220823""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=220822""}, {""title"": ""20141106-091, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=220822""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=220824""}, {""title"": ""20141106-091, Agenda Backup: Staff Report (C14 2014 0028)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=220824""}]",8
C14-2012-0151,2013-02-14T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184221""}, {""title"": ""Ordinance No. 20130214-067"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184221""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=183845""}, {""title"": ""20130214-067, Agenda Backup: Ordinance (C14 2012 0151)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=183845""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=183843""}, {""title"": ""20130214-067, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=183843""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=183844""}, {""title"": ""20130214-067, Agenda Backup: Staff Report (C14 2012 0151)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=183844""}]",8
NPA-2016-0016.04,2017-11-09T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=287144""}, {""title"": ""20171109-070, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=287144""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=287048""}, {""title"": ""20171109-070, Agenda Backup: Staff Postponement Memo"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=287048""}]",4
C14-2019-0067,2019-06-20T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=323465""}, {""title"": ""Ordinance No. 20190620-153"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=323465""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=321511""}, {""title"": ""20190620-153, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=321511""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=322320""}, {""title"": ""20190620-153, Agenda Backup: Letter"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=322320""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=322248""}, {""title"": ""20190620-153, Agenda Backup: Memo"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=322248""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=321513""}, {""title"": ""20190620-153, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=321513""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=322247""}, {""title"": ""20190620-153, Agenda Backup: Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=322247""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=321512""}, {""title"": ""20190620-153, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=321512""}]",14
C14H-2010-0032,2011-04-21T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157340""}, {""title"": ""Ordinance No. 20110818-105"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157340""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=156904""}, {""title"": ""20110818-105, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=156904""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=156905""}, {""title"": ""20110818-105, Agenda Backup: Staff Report (c14h 2010 0032)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=156905""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157019""}, {""title"": ""20110818-105, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157019""}]",8
C14-2018-0044,2018-10-04T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=307531""}, {""title"": ""Ordinance No. 20181004-051"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=307531""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306474""}, {""title"": ""20181004-051, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306474""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306542""}, {""title"": ""20181004-051, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306542""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306475""}, {""title"": ""20181004-051, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306475""}]",8
C14-2019-0151,2020-02-20T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=339012""}, {""title"": ""Ordinance No. 20200409-056"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=339012""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=338019""}, {""title"": ""20200409-056, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=338019""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=338389""}, {""title"": ""20200409-056, Agenda Backup: Memo (ATD)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=338389""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=338020""}, {""title"": ""20200409-056, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=338020""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=338018""}, {""title"": ""20200409-056, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=338018""}]",10
C14-2017-0012,2018-06-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=275173""}, {""title"": ""20170413-037, Agenda Backup: Parking Ratios (C814-2014-020)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=275173""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=275171""}, {""title"": ""20170413-037, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=275171""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=275172""}, {""title"": ""20170413-037, Agenda Backup: Revised Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=275172""}]",6
C14H-2015-0007,2016-04-07T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244200""}, {""title"": ""20151210-073, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244200""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244201""}, {""title"": ""20151210-073, Agenda Backup: Request for Postponement (C14H-2015-0007)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244201""}]",4
C14-2018-0093,2019-03-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=316367""}, {""title"": ""20190328-058, Agenda Backup: Applicant Request to Withdraw"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=316367""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=316368""}, {""title"": ""20190328-058, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=316368""}]",4
C14-2015-0099,2015-12-10T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245570""}, {""title"": ""Ordinance No. 20151210-052"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245570""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244149""}, {""title"": ""20151210-052, Agenda Backup: Ordinance (C14-2015-0099)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244149""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244147""}, {""title"": ""20151210-052, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244147""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244148""}, {""title"": ""20151210-052, Agenda Backup: Staff Report (C14-2015-0099)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244148""}]",8
